Handle,Title,Vendor,SKU,Retail Price,Cost Per Item
slate-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339sl-nb,25.0,21.25
stone-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339st-nb,25.0,21.25
light-gray-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339lg-nb,25.0,21.25
navy-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339n-nb,25.0,21.25
sea-turtle-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384SEA-nb,12.5,10.63
flamingo-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384FLA-nb,12.5,10.63
alligator-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384ALL-nb,12.5,10.63
shark-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384SHK-nb,12.5,10.63
blush-boots-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384BLB-nb,12.5,10.63
howdy-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384HWD-nb,12.5,10.63
little-lasso-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384LL-nb,12.5,10.63
farm-friends-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384FARM-nb,12.5,10.63
bison-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384BIS-nb,12.5,10.63
llama-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384LMA-nb,12.5,10.63
highland-cow-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384HGHC-nb,12.5,10.63
mom-heart-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384MOM-nb,12.5,10.63
buttercream-tree-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384BT-nb,12.5,10.63
jack-o-lanterns-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384jol-nb,12.5,10.63
oatmeal-pinecone-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384PCoat-nb,12.5,10.63
ghosts-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384ght-nb,12.5,10.63
latte-mountain-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384MTNltt-nb,12.5,10.63
little-fox-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384dsrtFox-nb,12.5,10.63
owl-hoo-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384dsrtOwl-nb,12.5,10.63
tiny-tortoise-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,ORP384dsrtTtse-nb,12.5,10.63
plum-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384plm-nb,12.0,10.2
light-gray-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384lg-nb,12.0,10.2
lavender-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384L-nb,12.0,10.2
slate-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384sl-nb,12.0,10.2
navy-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384n-nb,12.0,10.2
moonbeam-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384mb-nb,12.0,10.2
gray-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384g-nb,12.0,10.2
oatmeal-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384oml-nb,12.0,10.2
buttercream-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384b-nb,12.0,10.2
blush-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384bl-nb,12.0,10.2
white-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384w-nb,12.0,10.2
black-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384blk-nb,12.0,10.2
stone-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384st-nb,12.0,10.2
mauve-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384m-nb,12.0,10.2
sage-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384s-nb,12.0,10.2
seafoam-organic-knotted-hat,Organic Knotted Hat,L'ovedbaby,OR384sf-nb,12.0,10.2
seafoam-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301sf-0/3M,25.0,21.25
gray-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301g-0/3M,25.0,21.25
slate-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301sl-0/3M,25.0,21.25
bark-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301bk-0/3M,25.0,21.25
buttercream-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301b-0/3M,25.0,21.25
blush-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301bl-0/3M,25.0,21.25
lavender-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301L-0/3M,25.0,21.25
coral-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301co-0/3M,25.0,21.25
light-gray-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301lg-0/3M,25.0,21.25
stone-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301st-0/3M,25.0,21.25
eggplant-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301e-0/3M,25.0,21.25
white-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301w-0/3M,25.0,21.25
navy-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301n-0/3M,25.0,21.25
sage-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301s-0/3M,25.0,21.25
mauve-organic-l-sleeve-shirt,Organic L/Sleeve Shirt,L'ovedbaby,OR301m-0/3M,25.0,21.25
oatmeal-organic-muslin-ruffle-bloomer,Organic Muslin Ruffle Bloomer,L'ovedbaby,N542oml-0/3M,26.0,22.1
adobe-organic-muslin-ruffle-bloomer,Organic Muslin Ruffle Bloomer,L'ovedbaby,N542adb-0/3M,26.0,22.1
moonstone-organic-muslin-ruffle-bloomer,Organic Muslin Ruffle Bloomer,L'ovedbaby,N542mn-0/3M,26.0,22.1
adobe-chia-plaid-organic-muslin-ruffle-bloomer,Organic Muslin Ruffle Bloomer,L'ovedbaby,NP542PLDabdchs-0/3M,26.0,22.1
chia-seed-organic-muslin-ruffle-bloomer,Organic Muslin Ruffle Bloomer,L'ovedbaby,N542chs-0/3M,26.0,22.1
oatmeal-sailboat-organic-muslin-ruffle-bodysuit,Organic Muslin Ruffle Bodysuit,L'ovedbaby,N309SAILoat-0/3M,34.0,28.9
adobe-organic-muslin-ruffle-bodysuit,Organic Muslin Ruffle Bodysuit,L'ovedbaby,N309adb-0/3M,34.0,28.9
moonstone-dolphin-organic-muslin-ruffle-bodysuit,Organic Muslin Ruffle Bodysuit,L'ovedbaby,N309DLPHmn-0/3M,34.0,28.9
chia-seed-organic-muslin-ruffle-bodysuit,Organic Muslin Ruffle Bodysuit,L'ovedbaby,N309chs-0/3M,34.0,28.9
moonstone-organic-muslin-s-sleeve-coverall,Organic Muslin S/Sleeve Coverall,L'ovedbaby,N461mn-0/3M,38.0,32.3
adobe-organic-muslin-s-sleeve-coverall,Organic Muslin S/Sleeve Coverall,L'ovedbaby,N461adb-0/3M,38.0,32.3
adobe-chia-plaid-organic-muslin-s-sleeve-coverall,Organic Muslin S/Sleeve Coverall,L'ovedbaby,NP461PLDabdchs-0/3M,38.0,32.3
chia-anchor-organic-muslin-s-sleeve-coverall,Organic Muslin S/Sleeve Coverall,L'ovedbaby,N461ANCHchs-0/3M,38.0,32.3
oatmeal-sailboat-organic-muslin-s-sleeve-coverall,Organic Muslin S/Sleeve Coverall,L'ovedbaby,N461SAILoat-0/3M,38.0,32.3
chia-anchor-organic-muslin-sleeveless-bodysuit,Organic Muslin Sleeveless Bodysuit,L'ovedbaby,N412ANCHchs-0/3M,32.0,27.2
adobe-seahorse-organic-muslin-sleeveless-bodysuit,Organic Muslin Sleeveless Bodysuit,L'ovedbaby,N412SEAHadb-0/3M,32.0,27.2
moonstone-dolphin-organic-muslin-sleeveless-bodysuit,Organic Muslin Sleeveless Bodysuit,L'ovedbaby,N412DLPHmn-0/3M,32.0,27.2
oatmeal-sailboat-organic-muslin-sleeveless-bodysuit,Organic Muslin Sleeveless Bodysuit,L'ovedbaby,N412SAILoat-0/3M,32.0,27.2
moonstone-organic-muslin-sleeveless-romper,Organic Muslin Sleeveless Romper,L'ovedbaby,N402mn-0/3M,36.0,30.6
chia-seed-organic-muslin-sleeveless-romper,Organic Muslin Sleeveless Romper,L'ovedbaby,N402chs-0/3M,36.0,30.6
adobe-chia-plaid-organic-muslin-smocked-headband,Organic Muslin Smocked Headband,L'ovedbaby,NP504PLDabdchs-0/12M,12.5,10.63
moonstone-organic-muslin-smocked-headband,Organic Muslin Smocked Headband,L'ovedbaby,N504mn-0/12M,12.5,10.63
oatmeal-organic-muslin-smocked-headband,Organic Muslin Smocked Headband,L'ovedbaby,N504oml-0/12M,12.5,10.63
adobe-organic-muslin-smocked-headband,Organic Muslin Smocked Headband,L'ovedbaby,N504adb-0/12M,12.5,10.63
chia-seed-organic-muslin-smocked-headband,Organic Muslin Smocked Headband,L'ovedbaby,N504chs-0/12M,12.5,10.63
moonstone-dolphin-organic-muslin-summer-dress,Organic Muslin Summer Dress,L'ovedbaby,N428DLPHmn-6/9M,48.0,40.8
chia-anchor-organic-muslin-summer-dress,Organic Muslin Summer Dress,L'ovedbaby,N428ANCHchs-6/9M,48.0,40.8
adobe-seahorse-organic-muslin-summer-dress,Organic Muslin Summer Dress,L'ovedbaby,N428SEAHadb-6/9M,48.0,40.8
adobe-chia-plaid-organic-muslin-summer-dress,Organic Muslin Summer Dress,L'ovedbaby,NP428PLDabdchs-6/9M,48.0,40.8
oatmeal-sailboat-organic-muslin-summer-dress,Organic Muslin Summer Dress,L'ovedbaby,N428SAILoat-6/9M,48.0,40.8
alligator-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122ALL-2T,14.0,11.9
shark-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122SHK-2T,14.0,11.9
farm-friends-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122FARM-2T,14.0,11.9
little-lasso-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122LL-2T,14.0,11.9
howdy-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122HWD-2T,14.0,11.9
highland-cow-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122HGHC-2T,14.0,11.9
llama-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122LMA-2T,14.0,11.9
bison-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122BIS-2T,14.0,11.9
latte-mountain-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122MTNltt-2T,14.0,11.9
oatmeal-pinecone-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122PCoat-2T,14.0,11.9
buttercream-tree-organic-potty-training-boxers,Organic Potty-Training Boxers,L'ovedbaby,KORP122BT-2T,14.0,11.9
farm-friends-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123FARM-2T,14.0,11.9
flamingo-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123FLA-2T,14.0,11.9
sea-turtle-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123SEA-2T,14.0,11.9
blush-boots-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123BLB-2T,14.0,11.9
howdy-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123HWD-2T,14.0,11.9
llama-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123LMA-2T,14.0,11.9
highland-cow-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123HGHC-2T,14.0,11.9
oatmeal-pinecone-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123PCoat-2T,14.0,11.9
buttercream-tree-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123BT-2T,14.0,11.9
latte-mountain-organic-potty-training-briefs,Organic Potty-Training Briefs,L'ovedbaby,KORP123MTNltt-2T,14.0,11.9
farm-friends-organic-s-sleeve-coverall,Organic S/Sleeve Coverall,L'ovedbaby,ORP461FARM-0/3M,36.0,30.6
bison-organic-s-sleeve-coverall,Organic S/Sleeve Coverall,L'ovedbaby,ORP461BIS-0/3M,36.0,30.6
highland-cow-organic-s-sleeve-coverall,Organic S/Sleeve Coverall,L'ovedbaby,ORP461HGHC-0/3M,36.0,30.6
buttercream-organic-short-sleeve-bodysuit,Organic Short-Sleeve Bodysuit,L'ovedbaby,OR335b-0/3M,25.0,21.25
farm-friends-organic-short-sleeve-bodysuit,Organic Short-Sleeve Bodysuit,L'ovedbaby,ORP335FARM-0/3M,25.0,21.25
oatmeal-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338oml-nb,25.0,21.25
moonbeam-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338mb-nb,25.0,21.25
blush-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338bl-nb,25.0,21.25
seafoam-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338sf-nb,25.0,21.25
lavender-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338L-nb,25.0,21.25
buttercream-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338b-nb,25.0,21.25
eggplant-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338e-nb,25.0,21.25
black-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338blk-nb,25.0,21.25
white-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338w-nb,25.0,21.25
sage-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338s-nb,25.0,21.25
slate-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338sl-nb,25.0,21.25
light-gray-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338lg-nb,25.0,21.25
bark-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338bk-nb,25.0,21.25
stone-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338st-nb,25.0,21.25
coral-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338co-nb,25.0,21.25
navy-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338n-nb,25.0,21.25
mauve-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338m-nb,25.0,21.25
gray-organic-short-sleeve-kimono-bodysuit,Organic Short-Sleeve Kimono Bodysuit,L'ovedbaby,OR338g-nb,25.0,21.25
howdy-organic-sleeveless-romper,Organic Sleeveless Romper,L'ovedbaby,ORP418HWD-0/3M,36.0,30.6
little-lasso-organic-sleeveless-romper,Organic Sleeveless Romper,L'ovedbaby,ORP418LL-0/3M,36.0,30.6
farm-friends-organic-smocked-bubble-romper,Organic Smocked Bubble Romper,L'ovedbaby,ORP465FARM-0/3M,36.0,30.6
highland-cow-organic-smocked-bubble-romper,Organic Smocked Bubble Romper,L'ovedbaby,ORP465HGHC-0/3M,36.0,30.6
llama-organic-smocked-bubble-romper,Organic Smocked Bubble Romper,L'ovedbaby,ORP465LMA-0/3M,36.0,30.6
blues-organic-smocked-headband-3-pack,Organic Smocked Headband 3-Pack,L'ovedbaby,OR706blu-0/12M,35.0,29.75
gray-for-days-organic-smocked-headband-3-pack,Organic Smocked Headband 3-Pack,L'ovedbaby,OR706gdy-0/12M,35.0,29.75
baby-blues-organic-smocked-headband-3-pack,Organic Smocked Headband 3-Pack,L'ovedbaby,OR706bbbl-0/12M,35.0,29.75
black-white-organic-smocked-headband-3-pack,Organic Smocked Headband 3-Pack,L'ovedbaby,OR706blkw-0/12M,35.0,29.75
moonbeam-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504mb-0/12M,12.5,10.63
light-gray-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504lg-0/12M,12.5,10.63
stone-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504st-0/12M,12.5,10.63
white-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504w-0/12M,12.5,10.63
slate-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504sl-0/12M,12.5,10.63
buttercream-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504b-0/12M,12.5,10.63
sage-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504s-0/12M,12.5,10.63
gray-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504g-0/12M,12.5,10.63
mauve-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504m-0/12M,12.5,10.63
black-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504blk-0/12M,12.5,10.63
coral-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504co-0/12M,12.5,10.63
eggplant-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504e-0/12M,12.5,10.63
blush-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504bl-0/12M,12.5,10.63
lavender-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504L-0/12M,12.5,10.63
oatmeal-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504oml-0/12M,12.5,10.63
seafoam-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504sf-0/12M,12.5,10.63
navy-organic-smocked-tie-headband,Organic Smocked Tie Headband,L'ovedbaby,OR504n-0/12M,12.5,10.63
oatmeal-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444oml-nb,36.0,30.6
moonbeam-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444mb-nb,36.0,30.6
eggplant-stone-stripe-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444SEST-nb,36.0,30.6
blush-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444bl-nb,36.0,30.6
seafoam-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444sf-nb,36.0,30.6
slate-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444sl-nb,36.0,30.6
black-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444blk-nb,36.0,30.6
bark-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444bk-nb,36.0,30.6
stone-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444st-nb,36.0,30.6
eggplant-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444e-nb,36.0,30.6
mauve-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444m-nb,36.0,30.6
coral-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444co-nb,36.0,30.6
navy-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444n-nb,36.0,30.6
buttercream-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444b-nb,36.0,30.6
gray-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444g-nb,36.0,30.6
lavender-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444L-nb,36.0,30.6
sage-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444s-nb,36.0,30.6
white-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444w-nb,36.0,30.6
lavender-eggplant-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444SLE-nb,36.0,30.6
gray-beige-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444SGB-nb,36.0,30.6
light-gray-organic-snap-footie,Organic Snap Footie,L'ovedbaby,OR444lg-nb,36.0,30.6
tiny-tortoise-organic-sweatshirt-jogger-set,Organic Sweatshirt & Jogger Set,L'ovedbaby,ORP703dsrtTtse-0/3M,54.0,45.9
little-fox-organic-sweatshirt-jogger-set,Organic Sweatshirt & Jogger Set,L'ovedbaby,ORP703dsrtFox-0/3M,54.0,45.9
owl-hoo-organic-sweatshirt-jogger-set,Organic Sweatshirt & Jogger Set,L'ovedbaby,ORP703dsrtOwl-0/3M,54.0,45.9
midnight-organic-thermal-blanket,Organic Thermal Blanket,L'ovedbaby,T111mdn,30.0,25.5
crimson-organic-thermal-blanket,Organic Thermal Blanket,L'ovedbaby,T111crm,32.0,27.2
midnight-organic-thermal-knotted-hat,Organic Thermal Knotted Hat,L'ovedbaby,T384mdn-nb,14.0,11.9
crimson-organic-thermal-knotted-hat,Organic Thermal Knotted Hat,L'ovedbaby,T384crm-nb,14.0,11.9
forest-organic-thermal-knotted-hat,Organic Thermal Knotted Hat,L'ovedbaby,T384frs-nb,14.0,11.9
forest-organic-thermal-zipper-footie,Organic Thermal Zipper Footie,L'ovedbaby,T424frs-nb,38.0,32.3
midnight-organic-thermal-zipper-footie,Organic Thermal Zipper Footie,L'ovedbaby,T424mdn-nb,38.0,32.3
crimson-organic-thermal-zipper-footie,Organic Thermal Zipper Footie,L'ovedbaby,T424crm-nb,38.0,32.3
forest-organic-thermal-zipper-romper,Organic Thermal Zipper Romper,L'ovedbaby,T372frs-6/9M,38.0,32.3
midnight-organic-thermal-zipper-romper,Organic Thermal Zipper Romper,L'ovedbaby,T372mdn-6/9M,38.0,32.3
crimson-organic-thermal-zipper-romper,Organic Thermal Zipper Romper,L'ovedbaby,T372crm-6/9M,38.0,32.3
alligator-organic-unisex-bubble-romper,Organic Unisex Bubble Romper,L'ovedbaby,ORP326ALL-0/3M,36.0,30.6
shark-organic-unisex-bubble-romper,Organic Unisex Bubble Romper,L'ovedbaby,ORP326SHK-0/3M,36.0,30.6
alligator-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424ALL-nb,36.0,30.6
flamingo-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424FLA-nb,36.0,30.6
shark-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424SHK-nb,36.0,30.6
sea-turtle-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424SEA-nb,36.0,30.6
howdy-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424HWD-nb,36.0,30.6
blush-boots-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424BLB-nb,36.0,30.6
farm-friends-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424FARM-nb,36.0,30.6
little-lasso-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424LL-nb,36.0,30.6
llama-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424LMA-nb,36.0,30.6
bison-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424BIS-nb,36.0,30.6
highland-cow-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424HGHC-nb,36.0,30.6
mom-heart-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424MOM-nb,36.0,30.6
jack-o-lanterns-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424jol-nb,36.0,30.6
ghosts-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424ght-nb,36.0,30.6
oatmeal-pinecone-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424PCoat-nb,36.0,30.6
buttercream-tree-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424BT-nb,36.0,30.6
latte-mountain-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424MTNltt-nb,36.0,30.6
owl-hoo-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424dsrtOwl-nb,36.0,30.6
tiny-tortoise-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424dsrtTtse-nb,36.0,30.6
little-fox-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,ORP424dsrtFox-nb,36.0,30.6
black-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424blk-nb,36.0,30.6
lavender-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424L-nb,36.0,30.6
blush-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424bl-nb,36.0,30.6
buttercream-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424b-nb,36.0,30.6
slate-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424sl-nb,36.0,30.6
moonbeam-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424mb-nb,36.0,30.6
oatmeal-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424oml-nb,36.0,30.6
plum-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424plm-nb,36.0,30.6
mauve-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424m-nb,36.0,30.6
sage-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424s-nb,36.0,30.6
gray-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424g-nb,36.0,30.6
white-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424w-nb,36.0,30.6
navy-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424n-nb,36.0,30.6
stone-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424st-nb,36.0,30.6
seafoam-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424sf-nb,36.0,30.6
light-gray-organic-zipper-footie,Organic Zipper Footie,L'ovedbaby,OR424lg-nb,36.0,30.6
shark-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422SHK-9/12M,36.0,30.6
sea-turtle-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422SEA-9/12M,36.0,30.6
flamingo-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422FLA-9/12M,36.0,30.6
alligator-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422ALL-9/12M,36.0,30.6
blush-boots-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422BLB-9/12M,36.0,30.6
little-lasso-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422LL-9/12M,36.0,30.6
farm-friends-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422FARM-9/12M,36.0,30.6
howdy-organic-zipper-romper,Organic Zipper Romper,L'ovedbaby,ORP422HWD-9/12M,36.0,30.6
